promotion_id,description,description_en,bad
1NWLCWWFtf23lyUO5bK2ApiMOVFwDS,,,1
1NWLAyBO1e48Ia74wPW304KsCk0Xgd,,,1
1NWLClrUHXpMjd7byRpmS2b4F1oEUj,ปลานึ่งมะนาว ร้อนๆแซ่บๆ,"Steamed fish with lemon, hot and spicy",1
1NWLAD2vqhIyqIZFZjLhnGqNviGXFI,"โปรโมชั่นสมาชิกคลาส ซื้อกาแฟหรือเครื่องดื่มเมนูอะไรก็ได้ 1 แก้ว 


เลือกรับฟรี ขนมปัง 1 ชิ้น หรือส่วนลดตามช่วงเวลา","Class member promotion Buy 1 cup of coffee or any beverage.


Choose to receive 1 free piece of bread or a discount for a certain period of time.",0
1NWLCtqDSc5WVXRuQEWkRFzPbDkfWm,รวมใหญ่199฿,Big total 199฿,1
1NWLCKsANASaLRTsqofOr8Y5QDzuwg,พาสต้าถ้วยขนาดยักษ์ อัดแน่นด้วยซีฟู้ดคุณภาพ คลุกเคล้าซอสคนอร่อยกลมกล่อม พร้อมให้คุณได้ลองตลอดเดือนสิงหาคม ถึง กันยายน 2018 นี้ ที่ห้องอาหารเทอราซซ่า ชั้น 8 โรงแรมปทุมวัน ปริ๊นเซส,"Giant bowl of pasta Packed with quality seafood Mixed with a delicious, mellow sauce. Ready for you to try throughout August - September 2018 at Terrazza Restaurant, 8th floor, Pathumwan Princess Hotel.",1
1NWLCLFeru9B5wpYkhWAp4RKHsh8Og,"เล้งแซ่บหม้อไฟ!! จี๊ดจ๊าดดดด 



ราคา 150- บาท



มีให้เลือก 3 แซ่บ



แซ่บ 1 เล้งต้มยำพริกสด



แซ่บ 2 เล้งต้มยำโบราณ



แซ่บ 3 เล้งต้มยำน้ำข้น



💥💥💥💥💥💥","Spicy hot pot!! So cool!



Price 150- baht



There are 3 flavors to choose from.



Zaab 1 Leng Tom Yum with Fresh Chili



Zaab 2 Leng Tom Yum Boran



Zaab 3 Leng Tom Yum Creamy Soup



💥💥💥💥💥💥",1
1NWLCQwXlOlmT0MYI7CkDJcD2AmjEe,ราคาตามสั่ง 55 บาท ทุกเมนู  สั่ง 4 กล่อง  แถมฟรี1กล่อง,"A la carte price 55 baht for every menu, order 4 boxes and get 1 box free.",0
1NWLAzKIQdZXuM8zU8lIJBWVdB09Tp,"เมนูชาและกาแฟ ลด 20% ทันทีเมื่อ Check-in และ Review ให้ร้านเราด้วย Facebook



หรือทาง Google Map ","Tea and coffee menus get 20% off immediately when you check-in and review our shop with Facebook.



or via Google Map",0
1NWLB79bB7njoPu8nJsuihvdCIJEZe,,,0
1NWLAqeGtSnIaouAYzmdgARii9MSQu,"โปรโมชั่นเดือนสิงหาคม รับฟรี 2 ต่อ 





ต่อที่ 1 ซื้อเครื่องดื่มทุกประเภท หรือพุดดิ้ง รับ 1 แต้ม สะสมครบ 10 แต้ม 


รับเครื่องดื่มฟรี มูลค่า 60 บาท 





ต่อที่ 2 ซื้อสินค้าที่ร้าน FRUITTOSE 


ครบ 200 บาทใน 1 บิล


รับชามะนาว ฟรี 1 แก้วทันที","August promotion: get 2 free





Privilege 1: Buy any type of drink or pudding, receive 1 point, accumulate 10 points.


Receive a free drink valued at 60 baht.





Step 2: Buy products at FRUITTOSE shop.


Complete 200 baht in 1 bill


Get 1 free glass of lemon tea immediately.",0
1NWLA9DsCMRhXqJ29dkeafzVm6coai,,,0
1NWLBEnd0MSiEzCxFlYxyXRtaPKnk4,ขนมปังปิ้ง,toast,1
1NWLD4FfLOpApwKfp6t3NTkhGfNU8D,"โปร - โม - ชั่น !!





ซื้อ Drip Coffee 2 กล่อง 


ฟรี ! เวเฟอร์ 1 กล่อง





คุ้มเว่อร์ ซุปเปอร์คุ้ม


ซื้อมาทานด้วยกัน เข้ากันสุดๆ ฟินสุดๆ ไปเล้ยยย


.


.


ใครไปจัดมาแล้ว เอามาโชว์บ้างน้าาาา ♥♥♥


.


ตั้งแต่วันนี้ - 31 ธ.ค. 61 เลยน้าาา


.","promotion !!





Buy 2 boxes of Drip Coffee


free ! 1 box of wafers





Great value, super value.


Buy them and eat them together. They go together so well. So satisfying.


.


.


Who has already organized it? Let's show some ♥♥♥


.


From today - 31 Dec. 2018.


.",0
1NWLBy7YkdYVhPtBglJGPXvesrjRSJ,โปรโมชั่นวันเกิด ลดค่าอาหารและเครื่องดื่มทันที 5% เพียงแสดงบัตรประจำตัวประชาชน,birthday promotion Get an immediate 5% discount on food and beverages by showing your ID card.,0
1NWLBtgL00NeEMOgeob0CteIxdwpDC,"โปรโมชั่นส่วนลด ฟิน ซูชิ เดือนสิงหาคม 2561 มาแล้วววว



เช็กโปรฯ กันให้พร้อม แล้วมาฟินกับอาหารญี่ปุ่นคุณภาพพรีเมียม ในราคาสุดคุ้ม ลดสูงสุดถึง 60% กันได้ตลอดเดือนสิงหาคมนี้นะคะ ^O^



💵 No Service Charge



💵 Excluding VAT (ราคายังไม่รวมภาษีมูลค่าเพิ่ม)



*ทุกสาขาราคาโปรโมชั่นเดียวกัน (ยกเว้นสาขาวันนิมมาน)



*รับบัตรเครดิตทุกชนิด โดยจะได้รับส่วนลดน้อยกว่าเงินสด 5%



*ระยะเวลาโปรโมชั่น 1-31 สิงหาคม 2561","Fin Sushi discount promotion for August 2018 has arrived.



Check out the promotions and be ready to enjoy premium quality Japanese food. At a great price, discounts up to 60% throughout August ^O^



💵 No Service Charge



💵 Excluding VAT (price does not include VAT)



*Every branch has the same promotional price. (except One Nimman branch)



*Accept all types of credit cards You will receive a 5% discount less than cash.



*Promotion period 1-31 August 2018",0
1NWLD4AkEZjQvjL8O9NgvXJV1aRyEt,"Happy Birthday Promotion!!🎂🎂


โปรโมชั่นฉลองวันเกิด ที่ ""โกดังศาลายา""


📣เจ้าของวันเกิดทานฟรี ในราคา 249 บาท","Happy Birthday Promotion!!🎂🎂


Birthday celebration promotion at ""Warehouse Salaya""


📣The birthday person eats for free at a price of 249 baht.",0
1NWLCZIiKmuhfzanMETwtKLrXNoRMu,4 ไม้ 50฿ 8 ไม้ 100฿,4 sticks 50฿ 8 sticks 100฿,1
1NWLBUIeD2NI60y42vs0t2PO6n8qwo,,,1
1NWLDAZ88otuXFTsqj7msVZtrf13lH,เมนูใหม่ก็มา,New menu has arrived.,1
1NWLBO0nhNNwH9xLDgbiaDtCdhJSPb,,,1
1NWLBL97hXk0EGpEoVqipbfzfRrLou,,,0
1NWLBAlb5E3zkv7U9S0vJ09qJd0gKl,ซื้อ 1 แถม 1 ฟรี ✨🥤🥤✨,Buy 1 get 1 free ✨🥤🥤✨,0
1NWLCpx0i30wIWX645i9MQGQhY8dXB,ชิวๆง่ายๆใจกลางเมือง,Chilling and easy in the heart of the city.,1
1NWLBnAoWJwanPXUTVfoLcU1gWRzrK,,,0
1NWLCWWCjfeEsnPBxSeff5uOEPcown,"กล้วยหอมทอด จับคู่เครื่องดื่มในราคา 100 บาท



Banana spring roll + Iced drink ONLY 100 THB","Fried bananas paired with a drink are priced at 100 baht.



Banana spring roll + Iced drink ONLY 100 THB",0
1NWLBBlKWn6SuMRaVa2NTp8dyHhe1v,น้ำตกคอหมูย่าง,Grilled Pork Neck Waterfall,1
1NWLAnPOQb3EI1BTKPdGnxRQ903VJs,"กุ้งแม่น้ำเผา ขนาด 2 ตัวโล 


ปกติ ราคา 1800 บ. เหลือเพียง 1650


","Grilled river prawns, 2 kilos


Normal price 1800 baht, only 1650 left.


",0
1NWLCG4F2RFjOWt20hnqv35LBy4kYP,,,1
1NWLBIBlkmiKjWjv2Tz8S8rviNDKt7,"ร้านค้า ""ขาหมูก๋วยจั๊บโอเรียนทอล"" ได้เข้าร่วมเป็นพันธมิตรกับ ทรู เถ้าแก่ 4.0 แล้วนะออเจ้า



1. ลูกค้าทรู ฟรี ลอดช่องวัดเจษ 1 ถ้วย เมื่อสั่งอาหารครบ 150 บาท



2. การชำระเงินทุก 25 บาท ลูกค้าจะได้รับ 1 ทรูพอยท์



(รับทรูพอยท์ x10 เท่า ทุกวันที่ 10 ของเดือน) และลุ้นรางวัล ทุกการซื้อ-ขาย เพียงจ่ายด้วย TrueMoney Wallet



👉 TrueYou สิทธิประโยชน์ลูกค้าทรู...แบ่งปันกันได้ไม่รู้จบ



-------------------------------------



👉 ขอเชิญ #มาแชะ #มาชิม #มาเช็คอิน



เปิดให้บริการทุกวัน ตั้งแต่ 10:00-18:00 น.","The shop ""Oriental Pork Leg Kuay Jab"" has joined the partnership with True Tao Kae 4.0.



1. True customers get 1 cup of Lod Chong Wat Jes for free when ordering food worth 150 baht.



2. Every 25 baht payment, the customer will receive 1 True Point.



(Receive True Points x10 times every 10th of the month) and win prizes. Every buy-sell Just pay with TrueMoney Wallet.



👉 TrueYou benefits for True customers... endless sharing.



-------------------------------------



👉 Please come #come take a photo #come taste #come check in



Open every day from 10:00 AM - 6:00 PM.",0
1NWLC7QwPWv3RHob3eVgpgEwMOIg3L,"3 โปรโมชั่น โหดๆ


1.สะสมแสตมป์แลกของรางวัลเพียบ !


2.ติด F กินฟรี   เบนโตะ 1 กล่อง


3.วันเกิด กินฟรี Kakigori Chocolate","3 brutal promotions


1. Collect stamps to exchange for lots of prizes!


2. Get F and get 1 free bento box.


3.Birthday eat free Kakigori Chocolate",0
1NWLCZl39AvkJ4ieGJnJ3WUOcVws5X,เครื่องดื่มเย็นทุกเมนู (ไม่รวมปั่น) เมื่อซื้อคู่กับขนมปังกรอบรสใดก็ได้ในราคา 85.-บาท จากปกติ 95.-บาท จากวันนี้-29/09/18 รีบสั่งด่วน ๆๆ ค่ะ,All cold drinks on the menu (excluding smoothies) when purchased with any flavor of crispy bread at a price of 85.- baht from the normal price of 95.- baht from today - 29/09/18. Hurry and order quickly.,1
1NWLA9iFtJW9K8N6hfvIvWjJUpJotl,"ลูกค้าทรูทานสเต็ก ลด 10% เมื่อCheck in


","True customers eat steak and get a 10% discount when checking in.


",0
1NWLBqqN2oimDKhg5Vb4Ch9LFsB3KV,โปรคุ้ม!! เครื่องดื่มลด 50% ... เมื่อซื้อขนมอบชนิดก็ได้คู่เครื่องดื่ม ตั้งแต่วันนี้ ถึง 31 ส.ค. 61 @cafe eiffel ทุกสาขา,"Worthy promotion!! Drinks 50% off... when you buy any kind of baked goods, you get a drink. From today until 31 August 2018 @cafe eiffel all branches",0
1NWLBAVpzcrOkKgZySYMM1jQlrfPJz,กุ้งทอดราดซอสมะขาม,Fried shrimp with tamarind sauce,1
1NWLAhd9F9U79DkC6uyZp8k7Y9qOCq,,,1
